Id,Abstract,Task 1
D06760,"LTE-Unlicensed (LTE-U) has recently attracted worldwide interest to meet the explosion in cellular traffic data.$$$By using carrier aggregation (CA), licensed and unlicensed bands are integrated to enhance transmission capacity while maintaining reliable and predictable performance.$$$As there may exist other conventional unlicensed band users, such as Wi-Fi users, LTE-U users have to share the same unlicensed bands with them.$$$Thus, an optimized resource allocation scheme to ensure the fairness between LTE-U users and conventional unlicensed band users is critical for the deployment of LTE-U networks.$$$In this paper, we investigate an energy efficient resource allocation problem in LTE-U coexisting with other wireless networks, which aims at guaranteeing fairness among the users of different radio access networks (RANs).$$$We formulate the problem as a multi-objective optimization problem and propose a semi-distributed matching framework with a partial information-based algorithm to solve it.$$$We demonstrate our contributions with simulations in which various network densities and traffic load levels are considered.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS
D01043,"This paper addresses the problem of localizing an unknown number of targets, all having the same radar signature, by a distributed MIMO radar consisting of single antenna transmitters and receivers that cannot determine directions of departure and arrival.$$$Furthermore, we consider the presence of multipath propagation, and the possible (correlated) blocking of the direct paths (going from the transmitter and reflecting off a target to the receiver).$$$In its most general form, this problem can be cast as a Bayesian estimation problem where every multipath component is accounted for.$$$However, when the environment map is unknown, this problem is ill-posed and hence, a tractable approximation is derived where only direct paths are accounted for.$$$In particular, we take into account the correlated blocking by scatterers in the environment which appears as a prior term in the Bayesian estimation framework.$$$A sub-optimal polynomial-time algorithm to solve the Bayesian multi-target localization problem with correlated blocking is proposed and its performance is evaluated using simulations.$$$We found that when correlated blocking is severe, assuming the blocking events to be independent and having constant probability (as was done in previous papers) resulted in poor detection performance, with false alarms more likely to occur than detections.",BACKGROUND/OBJECTIVES OBJECTIVES METHODS METHODS METHODS RESULTS RESULTS/CONCLUSIONS
D03009,"We consider the problem of minimizing a linear function over an affine section of the cone of positive semidefinite matrices, with the additional constraint that the feasible matrix has prescribed rank.$$$When the rank constraint is active, this is a non-convex optimization problem, otherwise it is a semidefinite program.$$$Both find numerous applications especially in systems control theory and combinatorial optimization, but even in more general contexts such as polynomial optimization or real algebra.$$$While numerical algorithms exist for solving this problem, such as interior-point or Newton-like algorithms, in this paper we propose an approach based on symbolic computation.$$$We design an exact algorithm for solving rank-constrained semidefinite programs, whose complexity is essentially quadratic on natural degree bounds associated to the given optimization problem: for subfamilies of the problem where the size of the feasible matrix is fixed, the complexity is polynomial in the number of variables.$$$The algorithm works under assumptions on the input data: we prove that these assumptions are generically satisfied.$$$We also implement it in Maple and discuss practical experiments.",BACKGROUND BACKGROUND BACKGROUND METHODS OBJECTIVES/CONCLUSIONS OBJECTIVES OBJECTIVES
D06233,"Two-step predictor/corrector methods are provided to solve three classes of problems that present themselves as systems of ordinary differential equations (ODEs).$$$In the first class, velocities are given from which displacements are to be solved.$$$In the second class, velocities and accelerations are given from which displacements are to be solved.$$$And in the third class, accelerations are given from which velocities and displacements are to be solved.$$$Two-step methods are not self starting, so compatible one-step methods are provided to take that first step with.$$$An algorithm is presented for controlling the step size so that the local truncation error does not exceed a specified tolerance.",RESULTS OTHERS OTHERS OTHERS OTHERS OTHERS
D02848,"This paper proposes a novel method for understanding daily hand-object manipulation by developing computer vision-based techniques.$$$Specifically, we focus on recognizing hand grasp types, object attributes and manipulation actions within an unified framework by exploring their contextual relationships.$$$Our hypothesis is that it is necessary to jointly model hands, objects and actions in order to accurately recognize multiple tasks that are correlated to each other in hand-object manipulation.$$$In the proposed model, we explore various semantic relationships between actions, grasp types and object attributes, and show how the context can be used to boost the recognition of each component.$$$We also explore the spatial relationship between the hand and object in order to detect the manipulated object from hand in cluttered environment.$$$Experiment results on all three recognition tasks show that our proposed method outperforms traditional appearance-based methods which are not designed to take into account contextual relationships involved in hand-object manipulation.$$$The visualization and generalizability study of the learned context further supports our hypothesis.",BACKGROUND OBJECTIVES CONCLUSIONS METHODS METHODS RESULTS RESULTS
D03400,"An algorithmic framework to compute sparse or minimal-TV solutions of linear systems is proposed.$$$The framework includes both the Kaczmarz method and the linearized Bregman method as special cases and also several new methods such as a sparse Kaczmarz solver.$$$The algorithmic framework has a variety of applications and is especially useful for problems in which the linear measurements are slow and expensive to obtain.$$$We present examples for online compressed sensing, TV tomographic reconstruction and radio interferometry.",RESULTS RESULTS RESULTS RESULTS
D03568,"Mobile ad-hoc network (MANET) is a dynamic collection of mobile computers without the need for any existing infrastructure.$$$Nodes in a MANET act as hosts and routers.$$$Designing of robust routing algorithms for MANETs is a challenging task.$$$Disjoint multipath routing protocols address this problem and increase the reliability, security and lifetime of network.$$$However, selecting an optimal multipath is an NP-complete problem.$$$In this paper, Hopfield neural network (HNN) which its parameters are optimized by particle swarm optimization (PSO) algorithm is proposed as multipath routing algorithm.$$$Link expiration time (LET) between each two nodes is used as the link reliability estimation metric.$$$This approach can find either node-disjoint or link-disjoint paths in single phase route discovery.$$$Simulation results confirm that PSO-HNN routing algorithm has better performance as compared to backup path set selection algorithm (BPSA) in terms of the path set reliability and number of paths in the set.",BACKGROUND BACKGROUND OBJECTIVES BACKGROUND BACKGROUND METHODS METHODS RESULTS CONCLUSIONS
D04472,"The vision and requirements of the sixth generation (6G) mobile communication systems are expected to adopt free-space optical communication (FSO) and wireless power transfer (WPT).$$$The laser-based WPT or wireless information transfer (WIT) usually faces the challenges of mobility and safety.$$$We present here a mobile and safe resonant beam communication (RBCom) system, which can realize high-rate simultaneous wireless information and power transfer (SWIPT).$$$We propose the analytical model to depict its SWIPT procedure.$$$The numerical results show that RBCom can achieve 7.5 Gbit/s with 200 mW received optical power, which seems to connect the transmitter and the receiver with a mobile ""wireless optical fiber"".",BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS/CONCLUSIONS
D00928,"We unify two prominent lines of work on multi-armed bandits: bandits with knapsacks (BwK) and combinatorial semi-bandits.$$$The former concerns limited ""resources"" consumed by the algorithm, e.g., limited supply in dynamic pricing.$$$The latter allows a huge number of actions but assumes combinatorial structure and additional feedback to make the problem tractable.$$$We define a common generalization, support it with several motivating examples, and design an algorithm for it.$$$Our regret bounds are comparable with those for BwK and combinatorial semi- bandits.",OBJECTIVES BACKGROUND BACKGROUND OBJECTIVES RESULTS
D02743,"It has been well demonstrated that adversarial examples, i.e., natural images with visually imperceptible perturbations added, generally exist for deep networks to fail on image classification.$$$In this paper, we extend adversarial examples to semantic segmentation and object detection which are much more difficult.$$$Our observation is that both segmentation and detection are based on classifying multiple targets on an image (e.g., the basic target is a pixel or a receptive field in segmentation, and an object proposal in detection), which inspires us to optimize a loss function over a set of pixels/proposals for generating adversarial perturbations.$$$Based on this idea, we propose a novel algorithm named Dense Adversary Generation (DAG), which generates a large family of adversarial examples, and applies to a wide range of state-of-the-art deep networks for segmentation and detection.$$$We also find that the adversarial perturbations can be transferred across networks with different training data, based on different architectures, and even for different recognition tasks.$$$In particular, the transferability across networks with the same architecture is more significant than in other cases.$$$Besides, summing up heterogeneous perturbations often leads to better transfer performance, which provides an effective method of black-box adversarial attack.",BACKGROUND OBJECTIVES OBJECTIVES METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D03290,"Efficient exploration is an unsolved problem in Reinforcement Learning which is usually addressed by reactively rewarding the agent for fortuitously encountering novel situations.$$$This paper introduces an efficient active exploration algorithm, Model-Based Active eXploration (MAX), which uses an ensemble of forward models to plan to observe novel events.$$$This is carried out by optimizing agent behaviour with respect to a measure of novelty derived from the Bayesian perspective of exploration, which is estimated using the disagreement between the futures predicted by the ensemble members.$$$We show empirically that in semi-random discrete environments where directed exploration is critical to make progress, MAX is at least an order of magnitude more efficient than strong baselines.$$$MAX scales to high-dimensional continuous environments where it builds task-agnostic models that can be used for any downstream task.",BACKGROUND OBJECTIVES/METHODS METHODS RESULTS RESULTS/CONCLUSIONS
D00548,"In the context of personalized medicine, text mining methods pose an interesting option for identifying disease-gene associations, as they can be used to generate novel links between diseases and genes which may complement knowledge from structured databases.$$$The most straightforward approach to extract such links from text is to rely on a simple assumption postulating an association between all genes and diseases that co-occur within the same document.$$$However, this approach (i) tends to yield a number of spurious associations, (ii) does not capture different relevant types of associations, and (iii) is incapable of aggregating knowledge that is spread across documents.$$$Thus, we propose an approach in which disease-gene co-occurrences and gene-gene interactions are represented in an RDF graph.$$$A machine learning-based classifier is trained that incorporates features extracted from the graph to separate disease-gene pairs into valid disease-gene associations and spurious ones.$$$On the manually curated Genetic Testing Registry, our approach yields a 30 points increase in F1 score over a plain co-occurrence baseline.",OBJECTIVES BACKGROUND BACKGROUND/METHODS METHODS METHODS RESULTS
D05704,"Optical backbone networks carry a huge amount of bandwidth and serve as a key enabling technology to provide telecommunication connectivity across the world.$$$Hence, in events of network component (node/link) failures, communication networks may suffer from huge amount of bandwidth loss and service disruptions.$$$Natural disasters such as earthquakes, hurricanes, tornadoes, etc., occur at different places around the world, causing severe communication service disruptions due to network component failures.$$$Most of the previous works on optical network survivability assume that the failures are going to occur in future, and the network is made survivable to ensure connectivity in events of failures.$$$With the advancements in seismology, the predictions of earthquakes are becoming more accurate.$$$Earthquakes have been a major cause of telecommunication service disruption in the past.$$$Hence, the information provided by the meteorological departments and other similar agencies of different countries may be helpful in designing networks that are more robust against earthquakes.$$$In this work, we consider the actual information provided by the Indian meteorological department (IMD) on seismic zones, and earthquakes occurred in the past in India, and propose a scheme to improve the survivability of the existing Indian optical network through minute changes in network topology.$$$Simulations show significant improvement in the network survivability can be achieved using the proposed scheme in events of earthquakes.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS RESULTS/CONCLUSIONS
D04501,"Deep convolutional neural networks have led to breakthrough results in practical feature extraction applications.$$$The mathematical analysis of these networks was pioneered by Mallat, 2012.$$$Specifically, Mallat considered so-called scattering networks based on identical semi-discrete wavelet frames in each network layer, and proved translation-invariance as well as deformation stability of the resulting feature extractor.$$$The purpose of this paper is to develop Mallat's theory further by allowing for different and, most importantly, general semi-discrete frames (such as, e.g., Gabor frames, wavelets, curvelets, shearlets, ridgelets) in distinct network layers.$$$This allows to extract wider classes of features than point singularities resolved by the wavelet transform.$$$Our generalized feature extractor is proven to be translation-invariant, and we develop deformation stability results for a larger class of deformations than those considered by Mallat.$$$For Mallat's wavelet-based feature extractor, we get rid of a number of technical conditions.$$$The mathematical engine behind our results is continuous frame theory, which allows us to completely detach the invariance and deformation stability proofs from the particular algebraic structure of the underlying frames.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS RESULTS RESULTS RESULTS METHODS/RESULTS
D03482,"In principle, a network can transfer data at nearly the speed of light.$$$Today's Internet, however, is much slower: our measurements show that latencies are typically more than one, and often more than two orders of magnitude larger than the lower bound implied by the speed of light.$$$Closing this gap would not only add value to today's Internet applications, but might also open the door to exciting new applications.$$$Thus, we propose a grand challenge for the networking research community: building a speed-of-light Internet.$$$Towards addressing this goal, we begin by investigating the causes of latency inflation in the Internet across the network stack.$$$Our analysis reveals that while protocol overheads, which have dominated the community's attention, are indeed important, infrastructural inefficiencies are a significant and under-explored problem.$$$Thus, we propose a radical, yet surprisingly low-cost approach to mitigating latency inflation at the lowest layers and building a nearly speed-of-light Internet infrastructure.",BACKGROUND/OBJECTIVES RESULTS OBJECTIVES OBJECTIVES METHODS CONCLUSIONS METHODS
D03185,"Majority of Artificial Neural Network (ANN) implementations in autonomous systems use a fixed/user-prescribed network topology, leading to sub-optimal performance and low portability.$$$The existing neuro-evolution of augmenting topology or NEAT paradigm offers a powerful alternative by allowing the network topology and the connection weights to be simultaneously optimized through an evolutionary process.$$$However, most NEAT implementations allow the consideration of only a single objective.$$$There also persists the question of how to tractably introduce topological diversification that mitigates overfitting to training scenarios.$$$To address these gaps, this paper develops a multi-objective neuro-evolution algorithm.$$$While adopting the basic elements of NEAT, important modifications are made to the selection, speciation, and mutation processes.$$$With the backdrop of small-robot path-planning applications, an experience-gain criterion is derived to encapsulate the amount of diverse local environment encountered by the system.$$$This criterion facilitates the evolution of genes that support exploration, thereby seeking to generalize from a smaller set of mission scenarios than possible with performance maximization alone.$$$The effectiveness of the single-objective (optimizing performance) and the multi-objective (optimizing performance and experience-gain) neuro-evolution approaches are evaluated on two different small-robot cases, with ANNs obtained by the multi-objective optimization observed to provide superior performance in unseen scenarios.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES/METHODS METHODS METHODS METHODS RESULTS/CONCLUSIONS
D01766,"Synchronizing sequences have been proposed in the late 60's to solve testing problems on systems modeled by finite state machines.$$$Such sequences lead a system, seen as a black box, from an unknown current state to a known final one.$$$This paper presents a first investigation of the computation of synchronizing sequences for systems modeled by bounded synchronized Petri nets.$$$In the first part of the paper, existing techniques for automata are adapted to this new setting.$$$Later on, new approaches, that exploit the net structure to efficiently compute synchronizing sequences without an exhaustive enumeration of the state space, are presented.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS/RESULTS
D01346,"In a voice-controlled smart-home, a controller must respond not only to user's requests but also according to the interaction context.$$$This paper describes Arcades, a system which uses deep reinforcement learning to extract context from a graphical representation of home automation system and to update continuously its behavior to the user's one.$$$This system is robust to changes in the environment (sensor breakdown or addition) through its graphical representation (scale well) and the reinforcement mechanism (adapt well).$$$The experiments on realistic data demonstrate that this method promises to reach long life context-aware control of smart-home.",BACKGROUND OBJECTIVES/METHODS METHODS/RESULTS CONCLUSIONS
D01321,"The digitalization of the legal domain has been ongoing for a couple of years.$$$In that process, the application of different machine learning (ML) techniques is crucial.$$$Tasks such as the classification of legal documents or contract clauses as well as the translation of those are highly relevant.$$$On the other side, digitized documents are barely accessible in this field, particularly in Germany.$$$Today, deep learning (DL) is one of the hot topics with many publications and various applications.$$$Sometimes it provides results outperforming the human level.$$$Hence this technique may be feasible for the legal domain as well.$$$However, DL requires thousands of samples to provide decent results.$$$A potential solution to this problem is multi-task DL to enable transfer learning.$$$This approach may be able to overcome the data scarcity problem in the legal domain, specifically for the German language.$$$We applied the state of the art multi-task model on three tasks: translation, summarization, and multi-label classification.$$$The experiments were conducted on legal document corpora utilizing several task combinations as well as various model parameters.$$$The goal was to find the optimal configuration for the tasks at hand within the legal domain.$$$The multi-task DL approach outperformed the state of the art results in all three tasks.$$$This opens a new direction to integrate DL technology more efficiently in the legal domain.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS OBJECTIVES/METHODS METHODS METHODS OBJECTIVES/METHODS RESULTS CONCLUSIONS
D05418,"Neural Machine Translation (NMT) can be improved by including document-level contextual information.$$$For this purpose, we propose a hierarchical attention model to capture the context in a structured and dynamic manner.$$$The model is integrated in the original NMT architecture as another level of abstraction, conditioning on the NMT model's own previous hidden states.$$$Experiments show that hierarchical attention significantly improves the BLEU score over a strong NMT baseline with the state-of-the-art in context-aware methods, and that both the encoder and decoder benefit from context in complementary ways.",BACKGROUND OBJECTIVES/METHODS METHODS RESULTS/CONCLUSIONS
D05873,"During imagery motor movements tasks, the so called mu and beta event related desynchronization (ERD) and synchronization (ERS) are taking place, allowing us to determine human patient imagery movement.$$$However, initial recordings of electroencephalography (EEG) signals contain system and environmental noise as well as interference that must be ejected in order to separate the ERS/ERD events from the rest of the signal.$$$This paper presents a new technique based on a reworked Second Order Blind Identification (SOBI) algorithm for noise removal while imagery movement classification is implemented using Support Vector Machine (SVM) technique.",BACKGROUND BACKGROUND BACKGROUND
D04002,"The new era of computing called Cloud Computing allows the user to access the cloud services dynamically over the Internet wherever and whenever needed.$$$Cloud consists of data and resources; and the cloud services include the delivery of software, infrastructure, applications, and storage over the Internet based on user demand through Internet.$$$In short, cloud computing is a business and economic model allowing the users to utilize high-end computing and storage virtually with minimal infrastructure on their end.$$$Cloud has three service models namely, Cloud Software-as-a-Service (SaaS), Cloud Platform-as-a-Service (PaaS), and Cloud Infrastructure-as-a-Service (IaaS).$$$This paper talks in depth of cloud infrastructure service management.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/CONCLUSIONS
D02168,"Motivated by value function estimation in reinforcement learning, we study statistical linear inverse problems, i.e., problems where the coefficients of a linear system to be solved are observed in noise.$$$We consider penalized estimators, where performance is evaluated using a matrix-weighted two-norm of the defect of the estimator measured with respect to the true, unknown coefficients.$$$Two objective functions are considered depending whether the error of the defect measured with respect to the noisy coefficients is squared or unsquared.$$$We propose simple, yet novel and theoretically well-founded data-dependent choices for the regularization parameters for both cases that avoid data-splitting.$$$A distinguishing feature of our analysis is that we derive deterministic error bounds in terms of the error of the coefficients, thus allowing the complete separation of the analysis of the stochastic properties of these errors.$$$We show that our results lead to new insights and bounds for linear value function estimation in reinforcement learning.",OBJECTIVES METHODS RESULTS RESULTS RESULTS RESULTS
D05364,"We propose fast probabilistic algorithms with low (i.e., sublinear in the input size) communication volume to check the correctness of operations in Big Data processing frameworks and distributed databases.$$$Our checkers cover many of the commonly used operations, including sum, average, median, and minimum aggregation, as well as sorting, union, merge, and zip.$$$An experimental evaluation of our implementation in Thrill (Bingmann et al., 2016) confirms the low overhead and high failure detection rate predicted by theoretical analysis.",RESULTS RESULTS RESULTS
D01658,"In this paper, we give algorithms and methods of construction of self-dual codes over finite fields using orthogonal matrices.$$$Randomization in the orthogonal group, and code extension are the main tools.$$$Some optimal, almost MDS, and MDS self-dual codes over both small and large prime fields are constructed.",OBJECTIVES METHODS RESULTS/CONCLUSIONS
D02894,"In this paper, we present FPT-algorithms for special cases of the shortest lattice vector, integer linear programming, and simplex width computation problems, when matrices included in the problems' formulations are near square.$$$The parameter is the maximum absolute value of rank minors of the corresponding matrices.$$$Additionally, we present FPT-algorithms with respect to the same parameter for the problems, when the matrices have no singular rank sub-matrices.",BACKGROUND/OBJECTIVES/RESULTS OBJECTIVES RESULTS
D01609,"Iterative Closest Point (ICP) is a widely used method for performing scan-matching and registration.$$$Being simple and robust method, it is still computationally expensive and may be challenging to use in real-time applications with limited resources on mobile platforms.$$$In this paper we propose novel effective method for acceleration of ICP which does not require substantial modifications to the existing code.$$$This method is based on an idea of Anderson acceleration which is an iterative procedure for finding a fixed point of contractive mapping.$$$The latter is often faster than a standard Picard iteration, usually used in ICP implementations.$$$We show that ICP, being a fixed point problem, can be significantly accelerated by this method enhanced by heuristics to improve overall robustness.$$$We implement proposed approach into Point Cloud Library (PCL) and make it available online.$$$Benchmarking on real-world data fully supports our claims.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D03239,"Cloud Computing is an emerging area for accessing computing resources.$$$In general, Cloud service providers offer services that can be clustered into three categories: SaaS, PaaS and IaaS.$$$This paper discusses the Cloud workload analysis.$$$The efficient Cloud workload resource mapping technique is proposed.$$$This paper aims to provide a means of understanding and investigating IaaS Cloud workloads and the resources.$$$In this paper, regression analysis is used to analyze the Cloud workloads and identifies the relationship between Cloud workloads and available resources.$$$The effective organization of dynamic nature resources can be done with the help of Cloud workloads.$$$Till Cloud workload is considered a vital talent, the Cloud resources cannot be consumed in an effective style.$$$The proposed technique has been validated by Z Formal specification language.$$$This approach is effective in minimizing the cost and submission burst time of Cloud workloads.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS/RESULTS METHODS/RESULTS CONCLUSIONS CONCLUSIONS RESULTS RESULTS/CONCLUSIONS
D03439,"We present monaa, a monitoring tool over a real-time property specified by either a timed automaton or a timed regular expression.$$$It implements a timed pattern matching algorithm that combines 1) features suited for online monitoring, and 2) acceleration by automata-based skipping.$$$Our experiments demonstrate monaa's performance advantage, especially in online usage.",OTHERS METHODS RESULTS
D00519,"Future machine to machine (M2M) communications need to support a massive number of devices communicating with each other with little or no human intervention.$$$Random access techniques were originally proposed to enable M2M multiple access, but suffer from severe congestion and access delay in an M2M system with a large number of devices.$$$In this paper, we propose a novel multiple access scheme for M2M communications based on the capacity-approaching analog fountain code to efficiently minimize the access delay and satisfy the delay requirement for each device.$$$This is achieved by allowing M2M devices to transmit at the same time on the same channel in an optimal probabilistic manner based on their individual delay requirements.$$$Simulation results show that the proposed scheme achieves a near optimal rate performance and at the same time guarantees the delay requirements of the devices.$$$We further propose a simple random access strategy and characterized the required overhead.$$$Simulation results show the proposed approach significantly outperforms the existing random access schemes currently used in long term evolution advanced (LTE-A) standard in terms of the access delay.",BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS RESULTS METHODS RESULTS
D00612,"In imperfect-information games, the optimal strategy in a subgame may depend on the strategy in other, unreached subgames.$$$Thus a subgame cannot be solved in isolation and must instead consider the strategy for the entire game as a whole, unlike perfect-information games.$$$Nevertheless, it is possible to first approximate a solution for the whole game and then improve it by solving individual subgames.$$$This is referred to as subgame solving.$$$We introduce subgame-solving techniques that outperform prior methods both in theory and practice.$$$We also show how to adapt them, and past subgame-solving techniques, to respond to opponent actions that are outside the original action abstraction; this significantly outperforms the prior state-of-the-art approach, action translation.$$$Finally, we show that subgame solving can be repeated as the game progresses down the game tree, leading to far lower exploitability.$$$These techniques were a key component of Libratus, the first AI to defeat top humans in heads-up no-limit Texas hold'em poker.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/RESULTS METHODS/RESULTS METHODS/RESULTS RESULTS/CONCLUSIONS
D02543,"In order to better manage the premiums and encourage safe driving, many commercial insurance companies (e.g., Geico, Progressive) are providing options for their customers to install sensors on their vehicles which collect individual vehicle's traveling data.$$$The driver's insurance is linked to his/her driving behavior.$$$At the other end, through analyzing the historical traveling data from a large number of vehicles, the insurance company could build a classifier to predict a new driver's driving style: aggressive or defensive.$$$However, collection of such vehicle traveling data explicitly breaches the drivers' personal privacy.$$$To tackle such privacy concerns, this paper presents a privacy-preserving driving style recognition technique to securely predict aggressive and defensive drivers for the insurance company without compromising the privacy of all the participating parties.$$$The insurance company cannot learn any private information from the vehicles, and vice-versa.$$$Finally, the effectiveness and efficiency of the privacy-preserving driving style recognition technique are validated with experimental results.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS OBJECTIVES/RESULTS/CONCLUSIONS RESULTS
D03236,"Control systems behavior can be analyzed taking into account a large number of parameters: performances, reliability, availability, security.$$$Each control system presents various security vulnerabilities that affect in lower or higher measure its functioning.$$$In this paper the authors present a method to assess the impact of security issues on the systems availability.$$$A fuzzy model for estimating the availability of the system based on the security level and achieved availability coefficient (depending on MTBF and MTR) is developed and described.$$$The results of the fuzzy inference system (FIS) are presented in the last section of the paper.",BACKGROUND BACKGROUND OBJECTIVES METHODS/RESULTS/CONCLUSIONS RESULTS
D03072,"Computer vision has made remarkable progress in recent years.$$$Deep neural network (DNN) models optimized to identify objects in images exhibit unprecedented task-trained accuracy and, remarkably, some generalization ability: new visual problems can now be solved more easily based on previous learning.$$$Biological vision (learned in life and through evolution) is also accurate and general-purpose.$$$Is it possible that these different learning regimes converge to similar problem-dependent optimal computations?$$$We therefore asked whether the human system-level computation of visual perception has DNN correlates and considered several anecdotal test cases.$$$We found that perceptual sensitivity to image changes has DNN mid-computation correlates, while sensitivity to segmentation, crowding and shape has DNN end-computation correlates.$$$Our results quantify the applicability of using DNN computation to estimate perceptual loss, and are consistent with the fascinating theoretical view that properties of human perception are a consequence of architecture-independent visual learning.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS CONCLUSIONS
D03435,"Recently, many approaches have been introduced by several researchers to identify plants.$$$Now, applications of texture, shape, color and vein features are common practices.$$$However, there are many possibilities of methods can be developed to improve the performance of such identification systems.$$$Therefore, several experiments had been conducted in this research.$$$As a result, a new novel approach by using combination of Gray-Level Co-occurrence Matrix, lacunarity and Shen features and a Bayesian classifier gives a better result compared to other plant identification systems.$$$For comparison, this research used two kinds of several datasets that were usually used for testing the performance of each plant identification system.$$$The results show that the system gives an accuracy rate of 97.19% when using the Flavia dataset and 95.00% when using the Foliage dataset and outperforms other approaches.",BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES METHODS/RESULTS METHODS RESULTS/CONCLUSIONS
D00492,"In this paper we shall introduce a simple, effective numerical method for finding differential operators for scalar and vector-valued functions on surfaces.$$$The key idea of our algorithm is to develop an intrinsic and unified way to compute directly the partial derivatives of functions defined on triangular meshes which are the discretization of regular surfaces under consideration.$$$Most importantly, the divergence theorem and conservation laws on triangular meshes are fulfilled.",OBJECTIVES METHODS RESULTS/CONCLUSIONS
D06035,"Deep networks are successfully used as classification models yielding state-of-the-art results when trained on a large number of labeled samples.$$$These models, however, are usually much less suited for semi-supervised problems because of their tendency to overfit easily when trained on small amounts of data.$$$In this work we will explore a new training objective that is targeting a semi-supervised regime with only a small subset of labeled data.$$$This criterion is based on a deep metric embedding over distance relations within the set of labeled samples, together with constraints over the embeddings of the unlabeled set.$$$The final learned representations are discriminative in euclidean space, and hence can be used with subsequent nearest-neighbor classification using the labeled samples.",BACKGROUND BACKGROUND METHODS METHODS CONCLUSIONS
D00734,"This paper presents the ""Leipzig Corpus Miner"", a technical infrastructure for supporting qualitative and quantitative content analysis.$$$The infrastructure aims at the integration of 'close reading' procedures on individual documents with procedures of 'distant reading', e.g. lexical characteristics of large document collections.$$$Therefore information retrieval systems, lexicometric statistics and machine learning procedures are combined in a coherent framework which enables qualitative data analysts to make use of state-of-the-art Natural Language Processing techniques on very large document collections.$$$Applicability of the framework ranges from social sciences to media studies and market research.$$$As an example we introduce the usage of the framework in a political science study on post-democracy and neoliberalism.",BACKGROUND OBJECTIVES OBJECTIVES/METHODS BACKGROUND/OBJECTIVES RESULTS
D00324,"One major challenge in training Deep Neural Networks is preventing overfitting.$$$Many techniques such as data augmentation and novel regularizers such as Dropout have been proposed to prevent overfitting without requiring a massive amount of training data.$$$In this work, we propose a new regularizer called DeCov which leads to significantly reduced overfitting (as indicated by the difference between train and val performance), and better generalization.$$$Our regularizer encourages diverse or non-redundant representations in Deep Neural Networks by minimizing the cross-covariance of hidden activations.$$$This simple intuition has been explored in a number of past works but surprisingly has never been applied as a regularizer in supervised learning.$$$Experiments across a range of datasets and network architectures show that this loss always reduces overfitting while almost always maintaining or increasing generalization performance and often improving performance over Dropout.",BACKGROUND/OBJECTIVES BACKGROUND/OBJECTIVES METHODS/RESULTS METHODS/RESULTS BACKGROUND RESULTS/CONCLUSIONS
D06568,"We present Caffe con Troll (CcT), a fully compatible end-to-end version of the popular framework Caffe with rebuilt internals.$$$We built CcT to examine the performance characteristics of training and deploying general-purpose convolutional neural networks across different hardware architectures.$$$We find that, by employing standard batching optimizations for CPU training, we achieve a 4.5x throughput improvement over Caffe on popular networks like CaffeNet.$$$Moreover, with these improvements, the end-to-end training time for CNNs is directly proportional to the FLOPS delivered by the CPU, which enables us to efficiently train hybrid CPU-GPU systems for CNNs.",CONCLUSIONS OBJECTIVES METHODS/RESULTS RESULTS/CONCLUSIONS
